maakunta;peat_type;year;drained_peatland_area;proportional_area
7;2;2020;13181.0996042;0.397959183670635
7;2;2021;13181.0996042;0.397959183670635
7;4;2015;6083.5844327;0.183673469386215
7;4;2016;6083.5844327;0.183673469386215
7;4;2017;6083.5844327;0.183673469386215
7;4;2018;6083.5844327;0.183673469386215
7;4;2019;6083.5844327;0.183673469386215
7;4;2020;6083.5844327;0.183673469386215
7;4;2021;6083.5844327;0.183673469386215
7;6;2015;3379.7691293;0.102040816326346
7;6;2016;3379.7691293;0.102040816326346
7;6;2017;3379.7691293;0.102040816326346
7;6;2018;3379.7691293;0.102040816326346
7;6;2019;3379.7691293;0.102040816326346
7;6;2020;3379.7691293;0.102040816326346
7;6;2021;3379.7691293;0.102040816326346
7;7;2015;0;0
7;7;2016;0;0
7;7;2017;0;0
7;7;2018;0;0
7;7;2019;0;0
7;7;2020;0;0
7;7;2021;0;0
8;1;2015;6833.6031851;0.156249999999428
8;1;2016;6833.6031851;0.156249999999428
8;1;2017;6833.6031851;0.156249999999428
8;1;2018;6833.6031851;0.156249999999428
8;1;2019;6833.6031851;0.156249999999428
8;1;2020;6833.6031851;0.156249999999428
8;1;2021;6833.6031851;0.156249999999428
8;2;2015;17425.6881221;0.398437500000714
8;2;2016;17425.6881221;0.398437500000714
8;2;2017;17425.6881221;0.398437500000714
8;2;2018;17425.6881221;0.398437500000714
8;2;2019;17425.6881221;0.398437500000714
8;2;2020;17425.6881221;0.398437500000714
8;2;2021;17425.6881221;0.398437500000714
8;4;2015;13667.2063702;0.312499999998857
8;4;2016;13667.2063702;0.312499999998857
8;4;2017;13667.2063702;0.312499999998857
8;4;2018;13667.2063702;0.312499999998857
8;4;2019;13667.2063702;0.312499999998857
8;4;2020;13667.2063702;0.312499999998857
8;4;2021;13667.2063702;0.312499999998857
8;6;2015;5808.5627074;0.132812500001
8;6;2016;5808.5627074;0.132812500001
8;6;2017;5808.5627074;0.132812500001
8;6;2018;5808.5627074;0.132812500001
8;6;2019;5808.5627074;0.132812500001
8;6;2020;5808.5627074;0.132812500001
8;6;2021;5808.5627074;0.132812500001
8;7;2015;0;0
8;7;2016;0;0
8;7;2017;0;0
8;7;2018;0;0
8;7;2019;0;0
8;7;2020;0;0
8;7;2021;0;0
9;1;2015;11369.759379;0.185393258426966
9;1;2016;11369.759379;0.185393258426966
9;1;2017;11369.759379;0.185393258426966
9;1;2018;11369.759379;0.185393258426966
9;1;2019;11369.759379;0.185393258426966
9;1;2020;11369.759379;0.185393258426966
9;1;2021;11369.759379;0.185393258426966
9;2;2015;22394.980595;0.365168539325843
9;2;2016;22394.980595;0.365168539325843
9;2;2017;22394.980595;0.365168539325843
9;2;2018;22394.980595;0.365168539325843
9;2;2019;22394.980595;0.365168539325843
9;2;2020;22394.980595;0.365168539325843
9;2;2021;22394.980595;0.365168539325843
9;4;2015;15159.679172;0.247191011235955
9;4;2016;15159.679172;0.247191011235955
9;4;2017;15159.679172;0.247191011235955
9;4;2018;15159.679172;0.247191011235955
9;4;2019;15159.679172;0.247191011235955
9;4;2020;15159.679172;0.247191011235955
9;4;2021;15159.679172;0.247191011235955
9;6;2015;12403.373868;0.202247191011236
9;6;2016;12403.373868;0.202247191011236
9;6;2017;12403.373868;0.202247191011236
9;6;2018;12403.373868;0.202247191011236
9;6;2019;12403.373868;0.202247191011236
9;6;2020;12403.373868;0.202247191011236
9;6;2021;12403.373868;0.202247191011236
9;7;2015;0;0
9;7;2016;0;0
9;7;2017;0;0
9;7;2018;0;0
9;7;2019;0;0
9;7;2020;0;0
9;7;2021;0;0
10;1;2015;37085.836185;0.200361010832937
10;1;2016;37085.836185;0.200361010832937
10;1;2017;37085.836185;0.200361010832937
10;1;2018;37085.836185;0.200361010832937
10;1;2019;37085.836185;0.200361010832937
10;1;2020;37085.836185;0.200361010832937
10;1;2021;37085.836185;0.200361010832937
10;2;2015;79183.271853;0.427797833932709
10;2;2016;79183.271853;0.427797833932709
10;2;2017;79183.271853;0.427797833932709
10;2;2018;79183.271853;0.427797833932709
10;2;2019;79183.271853;0.427797833932709
10;2;2020;79183.271853;0.427797833932709
10;2;2021;79183.271853;0.427797833932709
10;4;2015;50115.994844;0.270758122743999
10;4;2016;50115.994844;0.270758122743999
10;4;2017;50115.994844;0.270758122743999
10;4;2018;50115.994844;0.270758122743999
10;4;2019;50115.994844;0.270758122743999
10;4;2020;50115.994844;0.270758122743999
10;4;2021;50115.994844;0.270758122743999
10;6;2015;18375.864776;0.099277978338746
10;6;2016;18375.864776;0.099277978338746
10;6;2017;18375.864776;0.099277978338746
10;6;2018;18375.864776;0.099277978338746
10;6;2019;18375.864776;0.099277978338746
10;6;2020;18375.864776;0.099277978338746
10;6;2021;18375.864776;0.099277978338746
10;7;2015;334.10663229;0.00180505415160865
10;7;2016;334.10663229;0.00180505415160865
10;7;2017;334.10663229;0.00180505415160865
10;7;2018;334.10663229;0.00180505415160865
10;7;2019;334.10663229;0.00180505415160865
10;7;2020;334.10663229;0.00180505415160865
10;7;2021;334.10663229;0.00180505415160865
11;1;2015;50522.699884;0.187590187589641
11;1;2016;50522.699884;0.187590187589641
11;1;2017;50522.699884;0.187590187589641
11;1;2018;50522.699884;0.187590187589641
11;1;2019;50522.699884;0.187590187589641
11;1;2020;50522.699884;0.187590187589641
11;1;2021;50522.699884;0.187590187589641
11;2;2015;95604.493627;0.354978354978635
11;2;2016;95604.493627;0.354978354978635
11;2;2017;95604.493627;0.354978354978635
11;2;2018;95604.493627;0.354978354978635
11;2;2019;95604.493627;0.354978354978635
11;2;2020;95604.493627;0.354978354978635
11;2;2021;95604.493627;0.354978354978635
11;4;2015;75784.049826;0.281385281384462
11;4;2016;75784.049826;0.281385281384462
11;4;2017;75784.049826;0.281385281384462
11;4;2018;75784.049826;0.281385281384462
11;4;2019;75784.049826;0.281385281384462
11;4;2020;75784.049826;0.281385281384462
11;4;2021;75784.049826;0.281385281384462
11;6;2015;45470.429896;0.168831168832162
11;6;2016;45470.429896;0.168831168832162
11;6;2017;45470.429896;0.168831168832162
11;6;2018;45470.429896;0.168831168832162
11;6;2019;45470.429896;0.168831168832162
11;6;2020;45470.429896;0.168831168832162
11;6;2021;45470.429896;0.168831168832162
11;7;2015;1943.1807648;0.00721500721510044
11;7;2016;1943.1807648;0.00721500721510044
11;7;2017;1943.1807648;0.00721500721510044
11;7;2018;1943.1807648;0.00721500721510044
11;7;2019;1943.1807648;0.00721500721510044
11;7;2020;1943.1807648;0.00721500721510044
11;7;2021;1943.1807648;0.00721500721510044
12;1;2015;46092.560554;0.122950819672962
12;1;2016;46092.560554;0.122950819672962
12;1;2017;46092.560554;0.122950819672962
12;1;2018;46092.560554;0.122950819672962
12;1;2019;46092.560554;0.122950819672962
12;1;2020;46092.560554;0.122950819672962
12;1;2021;46092.560554;0.122950819672962
12;2;2015;119456.552768;0.318647540982781
12;2;2016;119456.552768;0.318647540982781
12;2;2017;119456.552768;0.318647540982781
12;2;2018;119456.552768;0.318647540982781
12;2;2019;119456.552768;0.318647540982781
12;2;2020;119456.552768;0.318647540982781
12;2;2021;119456.552768;0.318647540982781
12;4;2015;114079.08737;0.304303278687513
12;4;2016;114079.08737;0.304303278687513
12;4;2017;114079.08737;0.304303278687513
12;4;2018;114079.08737;0.304303278687513
12;4;2019;114079.08737;0.304303278687513
12;4;2020;114079.08737;0.304303278687513
12;4;2021;114079.08737;0.304303278687513
12;6;2015;92569.225779;0.24692622950911
12;6;2016;92569.225779;0.24692622950911
12;6;2017;92569.225779;0.24692622950911
12;6;2018;92569.225779;0.24692622950911
12;6;2019;92569.225779;0.24692622950911
12;6;2020;92569.225779;0.24692622950911
12;6;2021;92569.225779;0.24692622950911
12;7;2015;2688.732699;0.00717213114763391
12;7;2016;2688.732699;0.00717213114763391
12;7;2017;2688.732699;0.00717213114763391
12;7;2018;2688.732699;0.00717213114763391
12;7;2019;2688.732699;0.00717213114763391
12;7;2020;2688.732699;0.00717213114763391
12;7;2021;2688.732699;0.00717213114763391
13;1;2015;32910.762633;0.120396600565943
13;1;2016;32910.762633;0.120396600565943
13;1;2017;32910.762633;0.120396600565943
13;1;2018;32910.762633;0.120396600565943
13;1;2019;32910.762633;0.120396600565943
13;1;2020;32910.762633;0.120396600565943
13;1;2021;32910.762633;0.120396600565943
13;2;2015;90988.579045;0.332861189802972
13;2;2016;90988.579045;0.332861189802972
13;2;2017;90988.579045;0.332861189802972
13;2;2018;90988.579045;0.332861189802972
13;2;2019;90988.579045;0.332861189802972
13;2;2020;90988.579045;0.332861189802972
13;2;2021;90988.579045;0.332861189802972
13;4;2015;99119.473342;0.362606232293668
13;4;2016;99119.473342;0.362606232293668
13;4;2017;99119.473342;0.362606232293668
13;4;2018;99119.473342;0.362606232293668
13;4;2019;99119.473342;0.362606232293668
13;4;2020;99119.473342;0.362606232293668
13;4;2021;99119.473342;0.362606232293668
13;6;2015;48398.180343;0.177053824362972
13;6;2016;48398.180343;0.177053824362972
13;6;2017;48398.180343;0.177053824362972
13;6;2018;48398.180343;0.177053824362972
13;6;2019;48398.180343;0.177053824362972
13;6;2020;48398.180343;0.177053824362972
13;6;2021;48398.180343;0.177053824362972
13;7;2015;1935.9272137;0.0070821529744457
13;7;2016;1935.9272137;0.0070821529744457
13;7;2017;1935.9272137;0.0070821529744457
13;7;2018;1935.9272137;0.0070821529744457
13;7;2019;1935.9272137;0.0070821529744457
13;7;2020;1935.9272137;0.0070821529744457
13;7;2021;1935.9272137;0.0070821529744457
14;1;2015;22070.781206;0.0679953106686863
14;1;2016;22070.781206;0.0679953106686863
14;1;2017;22070.781206;0.0679953106686863
14;1;2018;22070.781206;0.0679953106686863
14;1;2019;22070.781206;0.0679953106686863
14;1;2020;22070.781206;0.0679953106686863
14;1;2021;22070.781206;0.0679953106686863
14;2;2015;65831.812907;0.202813599061796
14;2;2016;65831.812907;0.202813599061796
14;2;2017;65831.812907;0.202813599061796
14;2;2018;65831.812907;0.202813599061796
14;2;2019;65831.812907;0.202813599061796
14;2;2020;65831.812907;0.202813599061796
14;2;2021;65831.812907;0.202813599061796
14;4;2015;140035.301444;0.431418522860414
14;4;2016;140035.301444;0.431418522860414
14;4;2017;140035.301444;0.431418522860414
14;4;2018;140035.301444;0.431418522860414
14;4;2019;140035.301444;0.431418522860414
14;4;2020;140035.301444;0.431418522860414
14;4;2021;140035.301444;0.431418522860414
14;6;2015;91327.370507;0.281359906213448
14;6;2016;91327.370507;0.281359906213448
14;6;2017;91327.370507;0.281359906213448
14;6;2018;91327.370507;0.281359906213448
14;6;2019;91327.370507;0.281359906213448
14;6;2020;91327.370507;0.281359906213448
14;6;2021;91327.370507;0.281359906213448
14;7;2015;5327.4299462;0.0164126611956561
14;7;2016;5327.4299462;0.0164126611956561
14;7;2017;5327.4299462;0.0164126611956561
14;7;2018;5327.4299462;0.0164126611956561
14;7;2019;5327.4299462;0.0164126611956561
14;7;2020;5327.4299462;0.0164126611956561
14;7;2021;5327.4299462;0.0164126611956561
15;1;2015;12401.87906;0.104234527684313
15;1;2016;12401.87906;0.104234527684313
15;1;2017;12401.87906;0.104234527684313
15;1;2018;12401.87906;0.104234527684313
15;1;2019;12401.87906;0.104234527684313
15;1;2020;12401.87906;0.104234527684313
15;1;2021;12401.87906;0.104234527684313
15;2;2015;39918.548226;0.335504885997542
15;2;2016;39918.548226;0.335504885997542
15;2;2017;39918.548226;0.335504885997542
15;2;2018;39918.548226;0.335504885997542
15;2;2019;39918.548226;0.335504885997542
15;2;2020;39918.548226;0.335504885997542
15;2;2021;39918.548226;0.335504885997542
15;4;2015;32942.491254;0.276872964168812
15;4;2016;32942.491254;0.276872964168812
15;4;2017;32942.491254;0.276872964168812
15;4;2018;32942.491254;0.276872964168812
15;4;2019;32942.491254;0.276872964168812
15;4;2020;32942.491254;0.276872964168812
15;4;2021;32942.491254;0.276872964168812
15;6;2015;32942.491254;0.276872964168812
15;6;2016;32942.491254;0.276872964168812
15;6;2017;32942.491254;0.276872964168812
15;6;2018;32942.491254;0.276872964168812
15;6;2019;32942.491254;0.276872964168812
15;6;2020;32942.491254;0.276872964168812
15;6;2021;32942.491254;0.276872964168812
15;7;2015;775.11744128;0.00651465798052173
15;7;2016;775.11744128;0.00651465798052173
15;7;2017;775.11744128;0.00651465798052173
15;7;2018;775.11744128;0.00651465798052173
15;7;2019;775.11744128;0.00651465798052173
15;7;2020;775.11744128;0.00651465798052173
15;7;2021;775.11744128;0.00651465798052173
16;1;2015;5485.8469945;0.0404624277449272
16;1;2016;5485.8469945;0.0404624277449272
16;1;2017;5485.8469945;0.0404624277449272
16;1;2018;5485.8469945;0.0404624277449272
16;1;2019;5485.8469945;0.0404624277449272
16;1;2020;5485.8469945;0.0404624277449272
16;1;2021;5485.8469945;0.0404624277449272
16;2;2015;26645.5425453;0.196531791908252
16;2;2016;26645.5425453;0.196531791908252
16;2;2017;26645.5425453;0.196531791908252
16;2;2018;26645.5425453;0.196531791908252
16;2;2019;26645.5425453;0.196531791908252
16;2;2020;26645.5425453;0.196531791908252
16;2;2021;26645.5425453;0.196531791908252
16;4;2015;43886.775957;0.323699421966793
16;4;2016;43886.775957;0.323699421966793
16;4;2017;43886.775957;0.323699421966793
16;4;2018;43886.775957;0.323699421966793
16;4;2019;43886.775957;0.323699421966793
16;4;2020;43886.775957;0.323699421966793
16;4;2021;43886.775957;0.323699421966793
16;6;2015;57993.239657;0.427745664738409
16;6;2016;57993.239657;0.427745664738409
16;6;2017;57993.239657;0.427745664738409
16;6;2018;57993.239657;0.427745664738409
16;6;2019;57993.239657;0.427745664738409
16;6;2020;57993.239657;0.427745664738409
16;6;2021;57993.239657;0.427745664738409
16;7;2015;1567.3848556;0.0115606936416185
16;7;2016;1567.3848556;0.0115606936416185
16;7;2017;1567.3848556;0.0115606936416185
16;7;2018;1567.3848556;0.0115606936416185
16;7;2019;1567.3848556;0.0115606936416185
16;7;2020;1567.3848556;0.0115606936416185
16;7;2021;1567.3848556;0.0115606936416185
17;1;2015;77899.464123;0.0776065844710461
17;1;2016;77899.464123;0.0776065844710461
17;1;2017;77899.464123;0.0776065844710461
17;1;2018;77899.464123;0.0776065844710461
17;1;2019;77899.464123;0.0776065844710461
17;1;2020;77899.464123;0.0776065844710461
17;1;2021;77899.464123;0.0776065844710461
17;2;2015;255046.585061;0.254087683020971
17;2;2016;255046.585061;0.254087683020971
17;2;2017;255046.585061;0.254087683020971
17;2;2018;255046.585061;0.254087683020971
17;2;2019;255046.585061;0.254087683020971
17;2;2020;255046.585061;0.254087683020971
17;2;2021;255046.585061;0.254087683020971
17;4;2015;426167.79661;0.424565527873619
17;4;2016;426167.79661;0.424565527873619
17;4;2017;426167.79661;0.424565527873619
17;4;2018;426167.79661;0.424565527873619
17;4;2019;426167.79661;0.424565527873619
17;4;2020;426167.79661;0.424565527873619
17;4;2021;426167.79661;0.424565527873619
17;6;2015;228247.61816;0.227389472552471
17;6;2016;228247.61816;0.227389472552471
17;6;2017;228247.61816;0.227389472552471
17;6;2018;228247.61816;0.227389472552471
17;6;2019;228247.61816;0.227389472552471
17;6;2020;228247.61816;0.227389472552471
17;6;2021;228247.61816;0.227389472552471
17;7;2015;16412.438144;0.0163507320818923
17;7;2016;16412.438144;0.0163507320818923
17;7;2017;16412.438144;0.0163507320818923
17;7;2018;16412.438144;0.0163507320818923
17;7;2019;16412.438144;0.0163507320818923
17;7;2020;16412.438144;0.0163507320818923
17;7;2021;16412.438144;0.0163507320818923
18;1;2015;32983.849664;0.066849816849517
18;1;2016;32983.849664;0.066849816849517
18;1;2017;32983.849664;0.066849816849517
18;1;2018;32983.849664;0.066849816849517
18;1;2019;32983.849664;0.066849816849517
18;1;2020;32983.849664;0.066849816849517
18;1;2021;32983.849664;0.066849816849517
18;2;2015;111602.88859;0.226190476191183
18;2;2016;111602.88859;0.226190476191183
18;2;2017;111602.88859;0.226190476191183
18;2;2018;111602.88859;0.226190476191183
18;2;2019;111602.88859;0.226190476191183
18;2;2020;111602.88859;0.226190476191183
18;2;2021;111602.88859;0.226190476191183
18;4;2015;216428.273823;0.43864468864336
18;4;2016;216428.273823;0.43864468864336
18;4;2017;216428.273823;0.43864468864336
18;4;2018;216428.273823;0.43864468864336
18;4;2019;216428.273823;0.43864468864336
18;4;2020;216428.273823;0.43864468864336
18;4;2021;216428.273823;0.43864468864336
18;6;2015;131483.5651;0.266483516484431
18;6;2016;131483.5651;0.266483516484431
18;6;2017;131483.5651;0.266483516484431
18;6;2018;131483.5651;0.266483516484431
18;6;2019;131483.5651;0.266483516484431
18;6;2020;131483.5651;0.266483516484431
18;6;2021;131483.5651;0.266483516484431
18;7;2015;903.66711409;0.00183150183150944
18;7;2016;903.66711409;0.00183150183150944
18;7;2017;903.66711409;0.00183150183150944
18;7;2018;903.66711409;0.00183150183150944
18;7;2019;903.66711409;0.00183150183150944
18;7;2020;903.66711409;0.00183150183150944
18;7;2021;903.66711409;0.00183150183150944
19;1;2015;62540.413006;0.0860566448801235
19;1;2016;62540.413006;0.0860566448801235
19;1;2017;62540.413006;0.0860566448801235
19;1;2018;62540.413006;0.0860566448801235
19;1;2019;62540.413006;0.0860566448801235
19;1;2020;62540.413006;0.0860566448801235
19;1;2021;62540.413006;0.0860566448801235
19;2;2015;121122.572025;0.166666666667561
19;2;2016;121122.572025;0.166666666667561
19;2;2017;121122.572025;0.166666666667561
19;2;2018;121122.572025;0.166666666667561
19;2;2019;121122.572025;0.166666666667561
19;2;2020;121122.572025;0.166666666667561
19;2;2021;121122.572025;0.166666666667561
19;4;2015;329326.73178;0.453159041396228
19;4;2016;329326.73178;0.453159041396228
19;4;2017;329326.73178;0.453159041396228
19;4;2018;329326.73178;0.453159041396228
19;4;2019;329326.73178;0.453159041396228
19;4;2020;329326.73178;0.453159041396228
19;4;2021;329326.73178;0.453159041396228
19;6;2015;212162.41374;0.291938997818601
19;6;2016;212162.41374;0.291938997818601
19;6;2017;212162.41374;0.291938997818601
19;6;2018;212162.41374;0.291938997818601
19;6;2019;212162.41374;0.291938997818601
19;6;2020;212162.41374;0.291938997818601
19;6;2021;212162.41374;0.291938997818601
19;7;2015;1583.3015951;0.00217864923748716
19;7;2016;1583.3015951;0.00217864923748716
19;7;2017;1583.3015951;0.00217864923748716
19;7;2018;1583.3015951;0.00217864923748716
19;7;2019;1583.3015951;0.00217864923748716
19;7;2020;1583.3015951;0.00217864923748716
19;7;2021;1583.3015951;0.00217864923748716
21;1;2015;692.48736999;0.375
21;1;2016;692.48736999;0.375
21;1;2017;692.48736999;0.375
21;1;2018;692.48736999;0.375
21;1;2019;692.48736999;0.375
21;1;2020;692.48736999;0.375
21;1;2021;692.48736999;0.375
21;2;2015;230.82912333;0.125
21;2;2016;230.82912333;0.125
21;2;2017;230.82912333;0.125
21;2;2018;230.82912333;0.125
21;2;2019;230.82912333;0.125
21;2;2020;230.82912333;0.125
21;2;2021;230.82912333;0.125
21;4;2015;461.65824666;0.25
21;4;2016;461.65824666;0.25
21;4;2017;461.65824666;0.25
21;4;2018;461.65824666;0.25
21;4;2019;461.65824666;0.25
21;4;2020;461.65824666;0.25
21;4;2021;461.65824666;0.25
21;6;2015;461.65824666;0.25
21;6;2016;461.65824666;0.25
21;6;2017;461.65824666;0.25
21;6;2018;461.65824666;0.25
21;6;2019;461.65824666;0.25
21;6;2020;461.65824666;0.25
21;6;2021;461.65824666;0.25
21;7;2015;0;0
21;7;2016;0;0
21;7;2017;0;0
21;7;2018;0;0
21;7;2019;0;0
21;7;2020;0;0
21;7;2021;0;0
