maakunta;peat_type;year;roll_T
13;6;2011;10.7818859319963
13;6;2012;10.8141668265414
13;6;2013;10.8518671250698
13;6;2014;10.8637089735063
13;6;2015;10.8681036250934
13;6;2016;10.8952403226277
13;6;2017;10.9045716901213
13;6;2018;10.9438346963297
13;6;2019;10.9303101855929
13;6;2020;10.9834133448042
13;6;2021;11.044729060234
13;7;1990;10.3472222222222
13;7;1991;10.3086111111111
13;7;1992;10.3285185185185
13;7;1993;10.2476851851852
13;7;1994;10.2422222222222
13;7;1995;10.2775925925926
13;7;1996;10.2742592592593
13;7;1997;10.2669444444444
13;7;1998;10.2994444444444
13;7;1999;10.3218518518519
13;7;2000;10.3317592592593
13;7;2001;10.3769444444444
13;7;2002;10.3627777777778
13;7;2003;10.3898148148148
13;7;2004;10.3909259259259
13;7;2005;10.4130555555556
13;7;2006;10.5218518518519
13;7;2007;10.5759259259259
13;7;2008;10.5862037037037
13;7;2009;10.5860185185185
13;7;2010;10.6189814814815
13;7;2011;10.6757407407407
13;7;2012;10.7083333333333
13;7;2013;10.745
13;7;2014;10.7552777777778
13;7;2015;10.7583333333333
13;7;2016;10.7839814814815
13;7;2017;10.7931481481482
13;7;2018;10.8313888888889
13;7;2019;10.8161111111111
13;7;2020;10.8664814814815
13;7;2021;10.9275925925926
14;1;1990;10.4986879672363
14;1;1991;10.4597674603614
14;1;1992;10.4787446074597
14;1;1993;10.4031267304371
14;1;1994;10.3983226574063
14;1;1995;10.4297488300218
14;1;1996;10.4196958333622
14;1;1997;10.4183220142154
14;1;1998;10.4456356437706
14;1;1999;10.4539789788339
14;1;2000;10.4644244030663
14;1;2001;10.5112670965304
14;1;2002;10.509614396753
14;1;2003;10.5438293329378
14;1;2004;10.556652191513
14;1;2005;10.5849792603308
14;1;2006;10.6928216086505
14;1;2007;10.7460855950657
14;1;2008;10.7612990987564
14;1;2009;10.7661221719103
14;1;2010;10.7932032184576
14;1;2011;10.8589602238376
14;1;2012;10.8855418557938
14;1;2013;10.9266958227215
14;1;2014;10.9427318863957
14;1;2015;10.9469857036001
14;1;2016;10.975802269292
14;1;2017;10.9868776340507
14;1;2018;11.0269000904365
14;1;2019;11.0230420778733
14;1;2020;11.0720032059462
14;1;2021;11.1333174926037
14;2;1990;10.4861883047808
14;2;1991;10.4466626155289
14;2;1992;10.4651483153781
14;2;1993;10.3882759548196
14;2;1994;10.3829032229551
14;2;1995;10.4138224839991
14;2;1996;10.4031549700645
14;2;1997;10.4014210253702
14;2;1998;10.4277430412782
14;2;1999;10.4358223955454
14;2;2000;10.4459084072089
14;2;2001;10.4926590319743
14;2;2002;10.4897887544899
14;2;2003;10.5232181558651
14;2;2004;10.5351873355035
14;2;2005;10.5629840176439
14;2;2006;10.6704376339504
14;2;2007;10.7234255134841
14;2;2008;10.738518261922
14;2;2009;10.7439361933705
14;2;2010;10.7711754806573
14;2;2011;10.8369380670959
14;2;2012;10.8639594711327
