maakunta;peat_type;tree_type;year;basal_area
17;1;pine;2017;4.1101658237
17;1;pine;2018;4.1101658237
17;1;pine;2019;4.1101658237
17;1;pine;2020;4.1101658237
17;1;pine;2021;4.1101658237
17;1;spruce;2015;4.8977764598
17;1;spruce;2016;4.8977764598
17;1;spruce;2017;4.8977764598
17;1;spruce;2018;4.8977764598
17;1;spruce;2019;4.8977764598
17;1;spruce;2020;4.8977764598
17;1;spruce;2021;4.8977764598
17;1;deciduous;2015;6.7763668002
17;1;deciduous;2016;6.7763668002
17;1;deciduous;2017;6.7763668002
17;1;deciduous;2018;6.7763668002
17;1;deciduous;2019;6.7763668002
17;1;deciduous;2020;6.7763668002
17;1;deciduous;2021;6.7763668002
17;2;pine;2015;5.43095796468092
17;2;pine;2016;5.43095796468092
17;2;pine;2017;5.43095796468092
17;2;pine;2018;5.43095796468092
17;2;pine;2019;5.43095796468092
17;2;pine;2020;5.43095796468092
17;2;pine;2021;5.43095796468092
17;2;spruce;2015;6.59946100335618
17;2;spruce;2016;6.59946100335618
17;2;spruce;2017;6.59946100335618
17;2;spruce;2018;6.59946100335618
17;2;spruce;2019;6.59946100335618
17;2;spruce;2020;6.59946100335618
17;2;spruce;2021;6.59946100335618
17;2;deciduous;2015;6.99176930774263
17;2;deciduous;2016;6.99176930774263
17;2;deciduous;2017;6.99176930774263
17;2;deciduous;2018;6.99176930774263
17;2;deciduous;2019;6.99176930774263
17;2;deciduous;2020;6.99176930774263
17;2;deciduous;2021;6.99176930774263
17;4;pine;2015;10.2826495569319
17;4;pine;2016;10.2826495569319
17;4;pine;2017;10.2826495569319
17;4;pine;2018;10.2826495569319
17;4;pine;2019;10.2826495569319
17;4;pine;2020;10.2826495569319
17;4;pine;2021;10.2826495569319
17;4;spruce;2015;0.992956139142954
17;4;spruce;2016;0.992956139142954
17;4;spruce;2017;0.992956139142954
17;4;spruce;2018;0.992956139142954
17;4;spruce;2019;0.992956139142954
17;4;spruce;2020;0.992956139142954
17;4;spruce;2021;0.992956139142954
17;4;deciduous;2015;2.42267321785038
17;4;deciduous;2016;2.42267321785038
17;4;deciduous;2017;2.42267321785038
17;4;deciduous;2018;2.42267321785038
17;4;deciduous;2019;2.42267321785038
17;4;deciduous;2020;2.42267321785038
17;4;deciduous;2021;2.42267321785038
17;6;pine;2015;8.4101625496
17;6;pine;2016;8.4101625496
17;6;pine;2017;8.4101625496
17;6;pine;2018;8.4101625496
17;6;pine;2019;8.4101625496
17;6;pine;2020;8.4101625496
17;6;pine;2021;8.4101625496
17;6;spruce;2015;0.73935310495
17;6;spruce;2016;0.73935310495
17;6;spruce;2017;0.73935310495
17;6;spruce;2018;0.73935310495
17;6;spruce;2019;0.73935310495
17;6;spruce;2020;0.73935310495
17;6;spruce;2021;0.73935310495
17;6;deciduous;2015;0.70539135525
17;6;deciduous;2016;0.70539135525
17;6;deciduous;2017;0.70539135525
17;6;deciduous;2018;0.70539135525
17;6;deciduous;2019;0.70539135525
17;6;deciduous;2020;0.70539135525
17;6;deciduous;2021;0.70539135525
17;7;pine;2015;5.6168060752
17;7;pine;2016;5.6168060752
17;7;pine;2017;5.6168060752
17;7;pine;2018;5.6168060752
17;7;pine;2019;5.6168060752
17;7;pine;2020;5.6168060752
17;7;pine;2021;5.6168060752
17;7;spruce;2015;0.054775399
17;7;spruce;2016;0.054775399
17;7;spruce;2017;0.054775399
17;7;spruce;2018;0.054775399
17;7;spruce;2019;0.054775399
17;7;spruce;2020;0.054775399
17;7;spruce;2021;0.054775399
17;7;deciduous;2015;0.2461767951
17;7;deciduous;2016;0.2461767951
17;7;deciduous;2017;0.2461767951
17;7;deciduous;2018;0.2461767951
17;7;deciduous;2019;0.2461767951
17;7;deciduous;2020;0.2461767951
17;7;deciduous;2021;0.2461767951
18;1;pine;2015;4.2137993699
18;1;pine;2016;4.2137993699
18;1;pine;2017;4.2137993699
18;1;pine;2018;4.2137993699
18;1;pine;2019;4.2137993699
18;1;pine;2020;4.2137993699
18;1;pine;2021;4.2137993699
18;1;spruce;2015;6.2555431291
18;1;spruce;2016;6.2555431291
18;1;spruce;2017;6.2555431291
18;1;spruce;2018;6.2555431291
18;1;spruce;2019;6.2555431291
18;1;spruce;2020;6.2555431291
18;1;spruce;2021;6.2555431291
18;1;deciduous;2015;9.0841810843
18;1;deciduous;2016;9.0841810843
18;1;deciduous;2017;9.0841810843
18;1;deciduous;2018;9.0841810843
18;1;deciduous;2019;9.0841810843
18;1;deciduous;2020;9.0841810843
18;1;deciduous;2021;9.0841810843
18;2;pine;2015;6.96726015013167
18;2;pine;2016;6.96726015013167
18;2;pine;2017;6.96726015013167
18;2;pine;2018;6.96726015013167
18;2;pine;2019;6.96726015013167
18;2;pine;2020;6.96726015013167
18;2;pine;2021;6.96726015013167
18;2;spruce;2015;5.33727873261294
18;2;spruce;2016;5.33727873261294
18;2;spruce;2017;5.33727873261294
18;2;spruce;2018;5.33727873261294
18;2;spruce;2019;5.33727873261294
18;2;spruce;2020;5.33727873261294
18;2;spruce;2021;5.33727873261294
18;2;deciduous;2015;6.51602843395835
18;2;deciduous;2016;6.51602843395835
18;2;deciduous;2017;6.51602843395835
18;2;deciduous;2018;6.51602843395835
18;2;deciduous;2019;6.51602843395835
18;2;deciduous;2020;6.51602843395835
18;2;deciduous;2021;6.51602843395835
18;4;pine;2015;10.0077715308129
18;4;pine;2016;10.0077715308129
18;4;pine;2017;10.0077715308129
18;4;pine;2018;10.0077715308129
18;4;pine;2019;10.0077715308129
18;4;pine;2020;10.0077715308129
18;4;pine;2021;10.0077715308129
18;4;spruce;2015;1.54014769959621
18;4;spruce;2016;1.54014769959621
18;4;spruce;2017;1.54014769959621
18;4;spruce;2018;1.54014769959621
18;4;spruce;2019;1.54014769959621
18;4;spruce;2020;1.54014769959621
18;4;spruce;2021;1.54014769959621
18;4;deciduous;2015;3.1130953504843
18;4;deciduous;2016;3.1130953504843
18;4;deciduous;2017;3.1130953504843
18;4;deciduous;2018;3.1130953504843
18;4;deciduous;2019;3.1130953504843
18;4;deciduous;2020;3.1130953504843
18;4;deciduous;2021;3.1130953504843
18;6;pine;2015;9.9259662542
18;6;pine;2016;9.9259662542
18;6;pine;2017;9.9259662542
18;6;pine;2018;9.9259662542
18;6;pine;2019;9.9259662542
18;6;pine;2020;9.9259662542
18;6;pine;2021;9.9259662542
18;6;spruce;2015;0.4091323554
18;6;spruce;2016;0.4091323554
18;6;spruce;2017;0.4091323554
18;6;spruce;2018;0.4091323554
18;6;spruce;2019;0.4091323554
18;6;spruce;2020;0.4091323554
18;6;spruce;2021;0.4091323554
18;6;deciduous;2015;0.8845884775
18;6;deciduous;2016;0.8845884775
18;6;deciduous;2017;0.8845884775
18;6;deciduous;2018;0.8845884775
18;6;deciduous;2019;0.8845884775
18;6;deciduous;2020;0.8845884775
18;6;deciduous;2021;0.8845884775
18;7;pine;2015;4.8923310713
18;7;pine;2016;4.8923310713
18;7;pine;2017;4.8923310713
18;7;pine;2018;4.8923310713
18;7;pine;2019;4.8923310713
18;7;pine;2020;4.8923310713
18;7;pine;2021;4.8923310713
18;7;spruce;2015;0
18;7;spruce;2016;0
18;7;spruce;2017;0
18;7;spruce;2018;0
18;7;spruce;2019;0
18;7;spruce;2020;0
18;7;spruce;2021;0
18;7;deciduous;2015;0
18;7;deciduous;2016;0
18;7;deciduous;2017;0
18;7;deciduous;2018;0
18;7;deciduous;2019;0
18;7;deciduous;2020;0
18;7;deciduous;2021;0
19;1;pine;2015;0.9193814117
19;1;pine;2016;0.9193814117
19;1;pine;2017;0.9193814117
19;1;pine;2018;0.9193814117
19;1;pine;2019;0.9193814117
19;1;pine;2020;0.9193814117
19;1;pine;2021;0.9193814117
19;1;spruce;2015;5.7195574763
19;1;spruce;2016;5.7195574763
19;1;spruce;2017;5.7195574763
19;1;spruce;2018;5.7195574763
19;1;spruce;2019;5.7195574763
19;1;spruce;2020;5.7195574763
19;1;spruce;2021;5.7195574763
19;1;deciduous;2015;9.0951846714
19;1;deciduous;2016;9.0951846714
19;1;deciduous;2017;9.0951846714
19;1;deciduous;2018;9.0951846714
19;1;deciduous;2019;9.0951846714
19;1;deciduous;2020;9.0951846714
19;1;deciduous;2021;9.0951846714
19;2;pine;2015;5.63816179342995
19;2;pine;2016;5.63816179342995
19;2;pine;2017;5.63816179342995
19;2;pine;2018;5.63816179342995
19;2;pine;2019;5.63816179342995
19;2;pine;2020;5.63816179342995
19;2;pine;2021;5.63816179342995
19;2;spruce;2015;7.23206656611506
19;2;spruce;2016;7.23206656611506
19;2;spruce;2017;7.23206656611506
19;2;spruce;2018;7.23206656611506
19;2;spruce;2019;7.23206656611506
19;2;spruce;2020;7.23206656611506
19;2;spruce;2021;7.23206656611506
19;2;deciduous;2015;7.14315220924018
19;2;deciduous;2016;7.14315220924018
19;2;deciduous;2017;7.14315220924018
19;2;deciduous;2018;7.14315220924018
19;2;deciduous;2019;7.14315220924018
19;2;deciduous;2020;7.14315220924018
19;2;deciduous;2021;7.14315220924018
19;4;pine;2015;8.07929185574451
19;4;pine;2016;8.07929185574451
19;4;pine;2017;8.07929185574451
19;4;pine;2018;8.07929185574451
19;4;pine;2019;8.07929185574451
19;4;pine;2020;8.07929185574451
19;4;pine;2021;8.07929185574451
19;4;spruce;2015;2.34051522138248
19;4;spruce;2016;2.34051522138248
19;4;spruce;2017;2.34051522138248
19;4;spruce;2018;2.34051522138248
19;4;spruce;2019;2.34051522138248
19;4;spruce;2020;2.34051522138248
19;4;spruce;2021;2.34051522138248
19;4;deciduous;2015;3.94598624189877
19;4;deciduous;2016;3.94598624189877
19;4;deciduous;2017;3.94598624189877
19;4;deciduous;2018;3.94598624189877
19;4;deciduous;2019;3.94598624189877
19;4;deciduous;2020;3.94598624189877
19;4;deciduous;2021;3.94598624189877
19;6;pine;2015;7.1257646372
19;6;pine;2016;7.1257646372
19;6;pine;2017;7.1257646372
19;6;pine;2018;7.1257646372
19;6;pine;2019;7.1257646372
19;6;pine;2020;7.1257646372
19;6;pine;2021;7.1257646372
19;6;spruce;2015;0.6292364992
19;6;spruce;2016;0.6292364992
19;6;spruce;2017;0.6292364992
19;6;spruce;2018;0.6292364992
19;6;spruce;2019;0.6292364992
19;6;spruce;2020;0.6292364992
19;6;spruce;2021;0.6292364992
19;6;deciduous;2015;1.0765259426
19;6;deciduous;2016;1.0765259426
19;6;deciduous;2017;1.0765259426
19;6;deciduous;2018;1.0765259426
19;6;deciduous;2019;1.0765259426
19;6;deciduous;2020;1.0765259426
19;6;deciduous;2021;1.0765259426
19;7;pine;2015;1.8426575974
19;7;pine;2016;1.8426575974
19;7;pine;2017;1.8426575974
19;7;pine;2018;1.8426575974
19;7;pine;2019;1.8426575974
19;7;pine;2020;1.8426575974
19;7;pine;2021;1.8426575974
19;7;spruce;2015;0.1062572305
19;7;spruce;2016;0.1062572305
19;7;spruce;2017;0.1062572305
19;7;spruce;2018;0.1062572305
19;7;spruce;2019;0.1062572305
19;7;spruce;2020;0.1062572305
19;7;spruce;2021;0.1062572305
19;7;deciduous;2015;1.3578746668
19;7;deciduous;2016;1.3578746668
19;7;deciduous;2017;1.3578746668
19;7;deciduous;2018;1.3578746668
19;7;deciduous;2019;1.3578746668
19;7;deciduous;2020;1.3578746668
19;7;deciduous;2021;1.3578746668
21;1;pine;2015;0.3992695473
21;1;pine;2016;0.3992695473
21;1;pine;2017;0.3992695473
21;1;pine;2018;0.3992695473
21;1;pine;2019;0.3992695473
21;1;pine;2020;0.3992695473
21;1;pine;2021;0.3992695473
21;1;spruce;2015;11.874568865
21;1;spruce;2016;11.874568865
21;1;spruce;2017;11.874568865
21;1;spruce;2018;11.874568865
21;1;spruce;2019;11.874568865
21;1;spruce;2020;11.874568865
21;1;spruce;2021;11.874568865
21;1;deciduous;2015;23.576266261
21;1;deciduous;2016;23.576266261
21;1;deciduous;2017;23.576266261
21;1;deciduous;2018;23.576266261
21;1;deciduous;2019;23.576266261
21;1;deciduous;2020;23.576266261
21;1;deciduous;2021;23.576266261
21;2;pine;2015;6.50662676715078
21;2;pine;2016;6.50662676715078
21;2;pine;2017;6.50662676715078
21;2;pine;2018;6.50662676715078
21;2;pine;2019;6.50662676715078
21;2;pine;2020;6.50662676715078
21;2;pine;2021;6.50662676715078
21;2;spruce;2015;6.34609544777444
21;2;spruce;2016;6.34609544777444
21;2;spruce;2017;6.34609544777444
21;2;spruce;2018;6.34609544777444
21;2;spruce;2019;6.34609544777444
21;2;spruce;2020;6.34609544777444
21;2;spruce;2021;6.34609544777444
21;2;deciduous;2015;12.5439853786754
21;2;deciduous;2016;12.5439853786754
21;2;deciduous;2017;12.5439853786754
21;2;deciduous;2018;12.5439853786754
21;2;deciduous;2019;12.5439853786754
21;2;deciduous;2020;12.5439853786754
21;2;deciduous;2021;12.5439853786754
21;4;pine;2015;12.6139839870016
21;4;pine;2016;12.6139839870016
21;4;pine;2017;12.6139839870016
21;4;pine;2018;12.6139839870016
21;4;pine;2019;12.6139839870016
21;4;pine;2020;12.6139839870016
21;4;pine;2021;12.6139839870016
21;4;spruce;2015;0.817622030548881
21;4;spruce;2016;0.817622030548881
21;4;spruce;2017;0.817622030548881
21;4;spruce;2018;0.817622030548881
21;4;spruce;2019;0.817622030548881
21;4;spruce;2020;0.817622030548881
21;4;spruce;2021;0.817622030548881
21;4;deciduous;2015;1.5117044963509
21;4;deciduous;2016;1.5117044963509
21;4;deciduous;2017;1.5117044963509
21;4;deciduous;2018;1.5117044963509
21;4;deciduous;2019;1.5117044963509
21;4;deciduous;2020;1.5117044963509
21;4;deciduous;2021;1.5117044963509
21;6;pine;2015;16.735285567
21;6;pine;2016;16.735285567
21;6;pine;2017;16.735285567
21;6;pine;2018;16.735285567
21;6;pine;2019;16.735285567
21;6;pine;2020;16.735285567
21;6;pine;2021;16.735285567
21;6;spruce;2015;0
21;6;spruce;2016;0
21;6;spruce;2017;0
21;6;spruce;2018;0
21;6;spruce;2019;0
21;6;spruce;2020;0
21;6;spruce;2021;0
21;6;deciduous;2015;0.2680401514
21;6;deciduous;2016;0.2680401514
21;6;deciduous;2017;0.2680401514
21;6;deciduous;2018;0.2680401514
21;6;deciduous;2019;0.2680401514
21;6;deciduous;2020;0.2680401514
21;6;deciduous;2021;0.2680401514
21;7;pine;2015;0
21;7;pine;2016;0
21;7;pine;2017;0
21;7;pine;2018;0
21;7;pine;2019;0
21;7;pine;2020;0
21;7;pine;2021;0
21;7;spruce;2015;0
21;7;spruce;2016;0
21;7;spruce;2017;0
21;7;spruce;2018;0
21;7;spruce;2019;0
21;7;spruce;2020;0
21;7;spruce;2021;0
21;7;deciduous;2015;0
21;7;deciduous;2016;0
21;7;deciduous;2017;0
21;7;deciduous;2018;0
21;7;deciduous;2019;0
21;7;deciduous;2020;0
21;7;deciduous;2021;0
